UHM17bin35__k141_10826_104	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	8.50e-92	268
UHM17bin35__k141_94036_33	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM17bin35__k141_62455_29	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM18bin40__k141_20926_9	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	2.44e-91	266
UHM18bin40__k141_62708_25	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM18bin40__k141_165964_34	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM18bin40__k141_160197_13	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM18bin40__k141_101850_151	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM20bin40__k141_99892_39	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM20bin40__k141_117011_38	sp|P59329|DCYD_ECOL6	sp|P59329|DCYD_ECOL6 D-cysteine desulfhydrase OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=dcyD PE=3 SV=2	2.37e-221	608
UHM20bin40__k141_117011_111	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	8.50e-92	268
UHM20bin40__k141_18329_25	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM20bin40__k141_18329_64	sp|B7LP46|DCYD_ESCF3	sp|B7LP46|DCYD_ESCF3 D-cysteine desulfhydrase OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054 GN=dcyD PE=3 SV=1	5.82e-95	285
UHM20bin40__k141_80640_77	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM20bin12__k141_86214_14	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM20bin12__k141_14922_130	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	8.50e-92	268
UHM20bin12__k141_205943_39	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM20bin12__k141_55969_49	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM20bin12__k141_55969_88	sp|B7LP46|DCYD_ESCF3	sp|B7LP46|DCYD_ESCF3 D-cysteine desulfhydrase OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054 GN=dcyD PE=3 SV=1	5.82e-95	285
UHM20bin12__k141_30882_77	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM22bin50__k141_87059_18	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM22bin50__k141_49951_4	sp|Q8PK00|UBIG_XANAC	sp|Q8PK00|UBIG_XANAC Ubiquinone biosynthesis O-methyltransferase OS=Xanthomonas axonopodis pv. citri (strain 306) OX=190486 GN=ubiG PE=3 SV=1	6.12e-07	50.4
UHM22bin50__k141_21705_9	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	8.50e-92	268
UHM22bin50__k141_100266_3	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM22bin50__k141_129689_1	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM22bin50__k141_44182_17	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM22bin50__k141_24127_2	sp|B7LP46|DCYD_ESCF3	sp|B7LP46|DCYD_ESCF3 D-cysteine desulfhydrase OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054 GN=dcyD PE=3 SV=1	5.82e-95	285
UHM22bin50__k141_11737_18	sp|A0B297|RGMG2_BURCH	sp|A0B297|RGMG2_BURCH Putative ribose/galactose/methyl galactoside import ATP-binding protein 2 OS=Burkholderia cenocepacia (strain HI2424) OX=331272 GN=Bcen2424_5039 PE=3 SV=1	5.60e-38	139
UHM22bin54__k141_21733_46	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM22bin54__k141_141838_29	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM22bin54__k141_67253_15	sp|P07658|FDHF_ECOLI	sp|P07658|FDHF_ECOLI Formate dehydrogenase H OS=Escherichia coli (strain K12) OX=83333 GN=fdhF PE=1 SV=2	3.39e-80	253
UHM22bin54__k141_17918_25	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM22bin8__k141_120022_50	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM22bin8__k141_727_25	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM22bin8__k141_727_64	sp|B7LP46|DCYD_ESCF3	sp|B7LP46|DCYD_ESCF3 D-cysteine desulfhydrase OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054 GN=dcyD PE=3 SV=1	5.82e-95	285
UHM22bin8__k141_120439_1	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM22bin8__k141_96553_130	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	8.50e-92	268
UHM22bin8__k141_66368_77	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM40bin4__k141_83195_29	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM40bin4__k141_118573_41	sp|B7LP46|DCYD_ESCF3	sp|B7LP46|DCYD_ESCF3 D-cysteine desulfhydrase OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054 GN=dcyD PE=3 SV=1	5.82e-95	285
UHM40bin4__k141_13663_1	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	8.50e-92	268
UHM40bin4__k141_132300_3	sp|B5XUC1|ARGO_KLEV3	sp|B5XUC1|ARGO_KLEV3 Arginine exporter protein ArgO OS=Klebsiella variicola (strain 342) OX=507522 GN=argO PE=3 SV=1	4.35e-130	367
UHM40bin4__k141_84504_25	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM40bin4__k141_133623_1	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM40bin4__k141_42080_43	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM40bin27__k141_151589_1	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM40bin27__k141_69199_77	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM40bin27__k141_149076_203	sp|B7LP46|DCYD_ESCF3	sp|B7LP46|DCYD_ESCF3 D-cysteine desulfhydrase OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054 GN=dcyD PE=3 SV=1	5.82e-95	285
UHM40bin27__k141_149076_242	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM40bin27__k141_68372_70	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	8.50e-92	268
UHM43bin53__k141_2972_55	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	2.09e-92	269
UHM43bin53__k141_13016_1	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM56bin19__k141_33601_7	sp|P31667|RPNA_ECOLI	sp|P31667|RPNA_ECOLI Recombination-promoting nuclease RpnA OS=Escherichia coli (strain K12) OX=83333 GN=rpnA PE=1 SV=1	6.34e-14	67.8
UHM56bin19__k141_23296_4	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM72bin19__k141_111721_144	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	2.44e-91	266
UHM72bin19__k141_40840_39	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM72bin19__k141_44711_79	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM72bin19__k141_104665_26	sp|P07658|FDHF_ECOLI	sp|P07658|FDHF_ECOLI Formate dehydrogenase H OS=Escherichia coli (strain K12) OX=83333 GN=fdhF PE=1 SV=2	7.36e-92	283
UHM72bin19__k141_104873_1	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM72bin19__k141_66890_156	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
